id,D,C,I,K,P,_SolventAccessibilityC3,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,PAAC4,PAAC5,PAAC10,PAAC15,label
Negative_690,5.578,3.984,2.988,4.98,7.769,0.313,0.131,0.394,0.49,0.297,0.412,0.232,0.2,0.188,0.116,0.17,2.894,2.067,1.55,4.031,0
Negative_1088,0.73,2.19,2.19,2.19,7.299,0.255,0.088,0.431,0.46,0.372,0.467,0.25,0.14,0.191,0.118,0.169,0.381,1.142,1.142,3.806,0
Negative_1134,1.932,2.415,2.415,5.797,7.729,0.232,0.082,0.415,0.459,0.338,0.464,0.248,0.141,0.204,0.155,0.175,1.041,1.301,1.301,4.165,0
Negative_957,3.632,3.761,2.594,1.427,7.782,0.314,0.069,0.379,0.453,0.335,0.435,0.191,0.114,0.177,0.134,0.149,1.947,2.016,1.39,4.171,0
Positive_488,4.851,1.493,4.104,4.291,6.903,0.3,0.088,0.358,0.422,0.326,0.427,0.222,0.14,0.198,0.166,0.159,2.514,0.774,2.127,3.578,1
Positive_156,7.143,0.0,7.143,3.571,3.571,0.214,0.214,0.214,0.286,0.464,0.286,0.382,0.364,0.382,0.218,0.327,3.516,0.0,3.516,1.758,1
Negative_330,0.0,7.143,10.0,8.571,2.857,0.157,0.071,0.271,0.343,0.343,0.314,0.304,0.145,0.246,0.203,0.217,0.0,3.571,5.0,1.428,0
Negative_1164,7.332,3.87,4.073,6.314,4.684,0.295,0.187,0.305,0.418,0.383,0.352,0.204,0.247,0.184,0.161,0.153,3.965,2.093,2.203,2.533,0
Negative_1301,2.93,2.381,1.648,3.114,6.593,0.258,0.09,0.374,0.427,0.359,0.416,0.246,0.141,0.2,0.114,0.171,1.49,1.211,0.838,3.354,0
Negative_1139,2.5,1.25,3.75,5.0,5.0,0.275,0.05,0.325,0.362,0.362,0.375,0.253,0.076,0.228,0.177,0.203,1.281,0.64,1.921,2.562,0
Negative_645,2.97,3.63,6.271,3.63,4.62,0.287,0.069,0.333,0.399,0.366,0.396,0.202,0.103,0.182,0.172,0.149,1.582,1.934,3.341,2.461,0
Negative_846,2.707,1.861,3.384,2.2,6.768,0.277,0.061,0.369,0.415,0.364,0.428,0.197,0.092,0.158,0.186,0.136,1.44,0.99,1.801,3.601,0
Positive_55,5.901,0.932,7.143,7.453,7.143,0.267,0.118,0.363,0.432,0.354,0.416,0.262,0.184,0.202,0.146,0.171,3.014,0.476,3.649,3.649,1
Negative_564,1.746,27.431,0.998,1.995,11.471,0.369,0.03,0.436,0.728,0.229,0.439,0.13,0.05,0.113,0.007,0.113,1.26,19.791,0.72,8.276,0
Positive_1011,6.618,0.735,4.779,7.353,7.721,0.324,0.129,0.342,0.415,0.335,0.408,0.229,0.199,0.214,0.203,0.17,3.474,0.386,2.508,4.052,1
Negative_135,4.418,2.478,4.526,3.341,8.19,0.342,0.097,0.391,0.46,0.329,0.442,0.203,0.154,0.18,0.143,0.154,2.369,1.329,2.427,4.391,0
Positive_682,6.637,2.112,3.469,5.882,6.637,0.252,0.127,0.294,0.382,0.359,0.347,0.289,0.202,0.251,0.189,0.224,3.313,1.054,1.732,3.313,1
Positive_631,5.012,1.671,5.489,7.16,4.057,0.263,0.107,0.301,0.368,0.329,0.368,0.251,0.158,0.258,0.203,0.211,2.499,0.833,2.737,2.023,1
Negative_544,3.623,4.348,3.623,5.797,7.246,0.297,0.094,0.399,0.478,0.29,0.442,0.263,0.161,0.19,0.124,0.175,1.832,2.199,1.832,3.665,0
Negative_307,2.92,7.299,0.73,2.92,16.058,0.387,0.051,0.467,0.569,0.219,0.489,0.11,0.074,0.096,0.088,0.096,1.537,3.841,0.384,8.451,0
Positive_254,2.948,2.703,6.88,3.686,5.16,0.324,0.071,0.31,0.366,0.364,0.393,0.158,0.118,0.187,0.163,0.145,1.636,1.5,3.818,2.864,1
Negative_179,5.809,3.32,2.075,2.905,6.639,0.282,0.141,0.369,0.461,0.353,0.411,0.271,0.237,0.225,0.1,0.2,3.089,1.766,1.104,3.531,0
Negative_280,5.0,1.5,2.0,1.5,7.0,0.215,0.12,0.305,0.37,0.41,0.345,0.261,0.171,0.201,0.191,0.181,2.466,0.74,0.986,3.452,0
Positive_602,6.203,0.496,6.203,6.452,3.226,0.231,0.102,0.323,0.39,0.357,0.367,0.306,0.164,0.236,0.177,0.206,3.137,0.251,3.137,1.631,1
Negative_1014,4.057,9.069,2.387,5.967,6.205,0.272,0.11,0.322,0.453,0.305,0.375,0.251,0.156,0.232,0.134,0.199,2.153,4.812,1.267,3.292,0
Negative_485,3.802,2.81,2.314,5.124,5.62,0.256,0.093,0.306,0.372,0.349,0.355,0.248,0.136,0.237,0.209,0.189,1.901,1.405,1.157,2.81,0
Negative_888,1.136,1.136,6.818,10.227,14.773,0.273,0.114,0.375,0.398,0.398,0.386,0.31,0.138,0.253,0.115,0.241,0.613,0.613,3.679,7.972,0
Negative_228,1.935,1.29,1.935,5.161,7.742,0.271,0.071,0.297,0.329,0.4,0.342,0.221,0.104,0.214,0.221,0.188,1.018,0.679,1.018,4.073,0
Negative_461,5.505,3.67,3.058,3.058,6.422,0.245,0.089,0.373,0.465,0.327,0.407,0.279,0.15,0.202,0.135,0.172,2.746,1.831,1.526,3.204,0
Positive_447,5.028,1.676,4.655,6.145,4.655,0.264,0.127,0.317,0.384,0.348,0.387,0.287,0.177,0.246,0.183,0.194,2.467,0.822,2.284,2.284,1
Negative_1091,4.286,4.286,4.762,3.81,6.19,0.267,0.133,0.343,0.429,0.31,0.405,0.306,0.215,0.244,0.158,0.196,2.108,2.108,2.342,3.044,0
Positive_649,4.743,3.184,3.834,5.263,6.433,0.247,0.139,0.296,0.375,0.395,0.345,0.302,0.199,0.261,0.177,0.225,2.425,1.628,1.96,3.289,1
Negative_292,4.44,2.537,3.066,4.757,5.285,0.244,0.126,0.337,0.407,0.366,0.376,0.297,0.183,0.253,0.166,0.22,2.215,1.266,1.529,2.636,0
Positive_276,5.389,4.192,5.09,5.689,2.994,0.246,0.147,0.26,0.356,0.377,0.314,0.309,0.213,0.318,0.189,0.276,2.661,2.07,2.513,1.478,1
Positive_154,4.23,3.323,5.237,5.337,4.33,0.272,0.12,0.292,0.368,0.377,0.354,0.255,0.183,0.24,0.189,0.201,2.203,1.731,2.728,2.255,1
Negative_804,5.143,2.857,5.714,2.286,9.143,0.263,0.114,0.337,0.417,0.36,0.383,0.23,0.178,0.218,0.172,0.178,2.678,1.488,2.975,4.761,0
Positive_760,4.386,1.754,5.263,4.678,4.971,0.211,0.111,0.307,0.368,0.418,0.368,0.311,0.173,0.273,0.185,0.223,2.239,0.895,2.687,2.538,1
Positive_457,4.535,3.219,5.34,5.048,5.925,0.272,0.128,0.3,0.377,0.372,0.363,0.253,0.201,0.239,0.198,0.19,2.3,1.632,2.708,3.005,1
Negative_313,5.833,5.417,3.75,3.75,4.167,0.271,0.104,0.287,0.4,0.333,0.383,0.264,0.151,0.268,0.155,0.188,3.025,2.81,1.945,2.161,0
Positive_780,4.729,0.0,4.868,4.868,4.729,0.335,0.096,0.371,0.419,0.363,0.451,0.202,0.145,0.187,0.15,0.141,2.559,0.0,2.634,2.559,1
Positive_437,4.505,0.0,7.207,7.658,6.306,0.225,0.122,0.23,0.275,0.446,0.293,0.308,0.167,0.299,0.244,0.253,2.259,0.0,3.614,3.162,1
Negative_339,2.941,6.863,5.882,7.843,4.902,0.343,0.078,0.294,0.392,0.353,0.363,0.208,0.109,0.238,0.257,0.168,1.608,3.753,3.217,2.681,0
Negative_337,5.31,7.08,6.195,8.85,4.425,0.354,0.115,0.345,0.469,0.23,0.416,0.241,0.17,0.223,0.152,0.205,2.662,3.55,3.106,2.218,0
Negative_1005,2.826,2.174,7.283,3.696,6.196,0.299,0.07,0.367,0.417,0.358,0.424,0.144,0.102,0.147,0.163,0.113,1.58,1.216,4.073,3.465,0
Negative_1291,4.661,2.542,3.249,3.672,7.768,0.295,0.119,0.38,0.452,0.362,0.435,0.25,0.188,0.205,0.147,0.168,2.517,1.373,1.755,4.195,0
Positive_788,6.151,1.678,5.499,7.083,3.728,0.269,0.125,0.267,0.345,0.375,0.335,0.269,0.199,0.265,0.204,0.222,3.112,0.849,2.782,1.886,1
Negative_169,1.333,3.333,3.333,7.333,4.667,0.26,0.033,0.347,0.393,0.327,0.413,0.215,0.047,0.195,0.181,0.161,0.685,1.713,1.713,2.399,0
Negative_1166,2.609,6.087,4.348,5.217,9.565,0.183,0.13,0.339,0.426,0.426,0.348,0.272,0.193,0.211,0.14,0.211,1.461,3.408,2.434,5.355,0
Negative_1036,3.937,6.299,3.15,7.087,5.512,0.323,0.094,0.331,0.433,0.268,0.433,0.23,0.151,0.238,0.151,0.151,2.017,3.228,1.614,2.825,0
Negative_674,1.835,7.339,2.752,7.339,8.257,0.193,0.11,0.367,0.459,0.33,0.385,0.333,0.148,0.222,0.194,0.204,0.884,3.536,1.326,3.978,0
Positive_213,4.926,1.724,5.911,4.68,4.433,0.31,0.096,0.362,0.429,0.318,0.419,0.202,0.163,0.212,0.173,0.173,2.538,0.888,3.045,2.284,1
Positive_474,5.987,1.663,5.322,6.541,4.545,0.208,0.13,0.32,0.397,0.37,0.361,0.31,0.195,0.229,0.172,0.203,3.01,0.836,2.675,2.285,1
Positive_392,2.783,1.193,2.982,2.982,6.362,0.25,0.089,0.292,0.332,0.398,0.35,0.295,0.151,0.269,0.225,0.219,1.371,0.588,1.47,3.135,1
Negative_1161,3.571,7.143,5.357,7.143,1.786,0.232,0.036,0.214,0.321,0.268,0.321,0.291,0.036,0.291,0.218,0.255,1.585,3.171,2.378,0.793,0
Negative_517,4.51,2.177,3.421,4.821,9.02,0.281,0.132,0.33,0.397,0.383,0.375,0.269,0.195,0.235,0.167,0.199,2.305,1.113,1.748,4.61,0
Positive_163,6.235,1.679,4.556,4.077,5.516,0.237,0.132,0.314,0.393,0.343,0.367,0.284,0.188,0.25,0.2,0.219,2.943,0.793,2.151,2.604,1
Positive_1005,4.545,1.591,6.136,3.864,2.273,0.291,0.095,0.286,0.348,0.38,0.35,0.244,0.166,0.257,0.205,0.219,2.336,0.818,3.154,1.168,1
Negative_1222,3.396,1.887,1.132,1.698,6.792,0.209,0.094,0.377,0.43,0.389,0.413,0.272,0.147,0.189,0.144,0.159,1.708,0.949,0.569,3.416,0
Positive_1122,7.576,1.515,6.061,4.545,4.545,0.197,0.121,0.318,0.409,0.318,0.364,0.2,0.185,0.185,0.108,0.138,3.667,0.733,2.934,2.2,1
Positive_866,1.596,1.064,9.043,12.234,0.532,0.213,0.122,0.197,0.223,0.479,0.282,0.358,0.182,0.342,0.262,0.289,0.823,0.549,4.663,0.274,1
Positive_363,2.8,2.4,6.4,5.8,5.6,0.252,0.066,0.364,0.416,0.34,0.414,0.146,0.092,0.122,0.138,0.094,1.541,1.32,3.521,3.081,1
Negative_1162,4.0,5.333,5.333,9.333,6.667,0.28,0.12,0.333,0.427,0.32,0.36,0.324,0.189,0.23,0.122,0.23,2.098,2.797,2.797,3.497,0
Negative_1273,5.392,4.412,2.941,2.451,8.824,0.279,0.108,0.407,0.505,0.314,0.441,0.192,0.172,0.128,0.103,0.099,2.89,2.364,1.576,4.729,0
Positive_147,5.416,1.741,4.836,5.609,4.836,0.211,0.106,0.346,0.418,0.352,0.391,0.304,0.157,0.225,0.14,0.205,2.723,0.875,2.431,2.431,1
Negative_953,4.711,2.826,3.634,4.172,8.075,0.32,0.1,0.405,0.48,0.33,0.463,0.237,0.148,0.197,0.146,0.159,2.568,1.54,1.981,4.401,0
Negative_120,5.485,2.954,1.688,3.586,8.65,0.293,0.105,0.371,0.456,0.274,0.428,0.247,0.171,0.199,0.131,0.156,2.652,1.428,0.816,4.183,0
Positive_1100,5.223,0.0,5.53,7.066,5.223,0.25,0.111,0.31,0.363,0.372,0.379,0.263,0.16,0.243,0.155,0.189,2.6,0.0,2.752,2.6,1
Positive_45,5.021,0.837,2.929,1.674,7.95,0.293,0.092,0.397,0.456,0.28,0.469,0.193,0.147,0.21,0.164,0.147,2.542,0.424,1.483,4.025,1
Positive_417,5.489,2.148,5.012,5.251,4.535,0.215,0.126,0.265,0.341,0.394,0.337,0.28,0.187,0.251,0.201,0.194,2.677,1.047,2.444,2.211,1
Negative_295,5.15,7.296,1.717,7.296,1.288,0.215,0.159,0.292,0.416,0.369,0.313,0.267,0.194,0.233,0.164,0.22,2.596,3.678,0.866,0.649,0
Negative_657,3.089,2.121,2.951,1.706,7.1,0.403,0.076,0.491,0.544,0.282,0.535,0.169,0.127,0.132,0.096,0.102,1.754,1.204,1.675,4.031,0
Positive_547,5.957,0.638,5.319,7.021,5.745,0.274,0.104,0.296,0.362,0.321,0.374,0.245,0.149,0.269,0.198,0.213,2.989,0.32,2.669,2.882,1
Positive_283,4.113,1.082,6.061,6.71,4.762,0.325,0.087,0.342,0.394,0.327,0.396,0.2,0.121,0.2,0.189,0.171,2.152,0.566,3.172,2.492,1
Negative_1152,2.024,2.429,4.453,2.429,5.668,0.287,0.04,0.312,0.356,0.381,0.377,0.207,0.069,0.187,0.232,0.146,1.08,1.297,2.377,3.026,0
Positive_1140,2.459,2.459,9.016,4.098,4.508,0.295,0.102,0.365,0.414,0.385,0.406,0.202,0.16,0.181,0.156,0.156,1.369,1.369,5.018,2.509,1
Negative_1147,1.724,17.241,0.862,9.483,15.517,0.319,0.06,0.328,0.517,0.319,0.362,0.217,0.113,0.165,0.043,0.157,1.148,11.479,0.574,10.332,0
Negative_1252,5.263,2.105,3.158,5.263,5.263,0.337,0.095,0.442,0.516,0.232,0.516,0.202,0.16,0.223,0.138,0.16,2.704,1.082,1.623,2.704,0
Positive_67,3.642,2.407,4.074,4.198,7.778,0.283,0.099,0.38,0.44,0.34,0.427,0.234,0.151,0.2,0.154,0.17,1.892,1.251,2.117,4.042,1
Positive_811,3.209,2.941,5.882,5.08,4.011,0.291,0.091,0.318,0.38,0.332,0.39,0.172,0.113,0.19,0.155,0.145,1.69,1.549,3.098,2.112,1
Positive_911,5.58,1.094,5.689,6.346,4.705,0.276,0.13,0.302,0.369,0.354,0.38,0.249,0.193,0.237,0.212,0.187,2.812,0.551,2.867,2.371,1
Negative_1303,4.623,2.798,4.988,5.839,5.596,0.26,0.118,0.311,0.386,0.378,0.364,0.268,0.171,0.239,0.206,0.201,2.39,1.446,2.578,2.893,0
Negative_15,1.657,1.105,3.315,4.42,7.182,0.271,0.072,0.425,0.453,0.315,0.453,0.256,0.128,0.178,0.15,0.161,0.799,0.533,1.599,3.464,0
Negative_1123,6.429,2.143,3.571,7.143,2.857,0.264,0.093,0.364,0.45,0.314,0.414,0.23,0.144,0.187,0.144,0.151,3.34,1.113,1.855,1.484,0
Negative_562,3.125,3.125,2.708,6.458,12.083,0.373,0.083,0.412,0.475,0.283,0.458,0.186,0.113,0.171,0.121,0.144,1.733,1.733,1.502,6.701,0
Positive_1066,4.712,2.356,5.759,7.33,4.974,0.262,0.094,0.309,0.38,0.351,0.372,0.239,0.123,0.223,0.189,0.192,2.474,1.237,3.024,2.612,1
Positive_1145,3.343,0.912,8.511,6.991,3.647,0.234,0.097,0.359,0.401,0.374,0.429,0.262,0.149,0.223,0.186,0.189,1.712,0.467,4.359,1.868,1
Negative_1290,2.724,2.14,2.335,1.362,5.058,0.235,0.07,0.395,0.444,0.372,0.434,0.242,0.131,0.189,0.154,0.16,1.406,1.105,1.206,2.612,0
Negative_585,4.192,3.293,6.587,5.988,7.186,0.269,0.108,0.332,0.407,0.35,0.389,0.261,0.171,0.225,0.168,0.192,2.154,1.692,3.385,3.693,0
Positive_446,4.251,1.119,5.928,5.817,3.579,0.257,0.104,0.304,0.358,0.364,0.367,0.24,0.168,0.233,0.185,0.187,2.143,0.564,2.988,1.804,1
Positive_593,4.128,2.251,4.128,4.315,7.129,0.246,0.111,0.296,0.36,0.371,0.343,0.258,0.171,0.241,0.201,0.22,2.066,1.127,2.066,3.568,1
Positive_571,7.937,1.587,9.524,7.143,5.556,0.23,0.127,0.302,0.397,0.341,0.381,0.248,0.128,0.232,0.176,0.128,3.954,0.791,4.745,2.768,1
Negative_1071,4.762,0.794,5.556,1.587,12.698,0.278,0.151,0.444,0.5,0.357,0.484,0.208,0.168,0.136,0.128,0.096,2.653,0.442,3.096,7.075,0
Negative_808,5.634,4.225,2.817,2.113,4.225,0.239,0.12,0.401,0.5,0.268,0.43,0.27,0.184,0.135,0.113,0.121,2.628,1.971,1.314,1.971,0
Positive_462,4.253,1.088,3.956,5.539,6.924,0.288,0.114,0.343,0.397,0.398,0.399,0.246,0.17,0.212,0.172,0.185,2.32,0.594,2.158,3.778,1
Positive_701,6.468,1.493,5.97,5.473,3.98,0.249,0.119,0.279,0.358,0.368,0.368,0.25,0.17,0.275,0.175,0.22,3.23,0.746,2.981,1.987,1
Positive_261,2.797,1.399,6.993,4.196,0.699,0.189,0.098,0.252,0.294,0.503,0.287,0.268,0.148,0.239,0.211,0.218,1.419,0.71,3.547,0.355,1
Negative_859,0.0,0.0,12.903,0.0,0.0,0.258,0.032,0.161,0.161,0.548,0.226,0.167,0.033,0.233,0.3,0.167,0.0,0.0,7.093,0.0,0
Negative_36,3.125,3.125,5.208,6.25,5.208,0.302,0.052,0.302,0.365,0.281,0.396,0.253,0.053,0.263,0.158,0.179,1.471,1.471,2.452,2.452,0
Negative_1093,0.909,20.909,0.909,4.545,17.273,0.373,0.027,0.473,0.691,0.155,0.518,0.119,0.055,0.138,0.028,0.119,0.605,13.921,0.605,11.5,0
Negative_826,6.481,3.704,4.167,6.481,4.63,0.255,0.139,0.287,0.389,0.403,0.324,0.233,0.195,0.237,0.144,0.2,3.627,2.073,2.332,2.591,0
Positive_997,4.328,0.746,4.627,5.224,8.06,0.319,0.103,0.345,0.396,0.399,0.388,0.212,0.169,0.2,0.146,0.172,2.363,0.407,2.527,4.401,1
Positive_203,5.6,2.4,6.2,6.0,5.2,0.236,0.114,0.292,0.372,0.352,0.348,0.271,0.162,0.236,0.154,0.194,2.776,1.19,3.074,2.578,1
Negative_256,6.667,2.0,6.0,4.667,6.667,0.24,0.14,0.333,0.42,0.347,0.387,0.315,0.215,0.262,0.148,0.248,3.183,0.955,2.864,3.183,0
Positive_1009,3.011,2.366,4.301,3.441,6.022,0.228,0.067,0.372,0.426,0.348,0.413,0.17,0.101,0.129,0.157,0.114,1.625,1.277,2.322,3.25,1
Positive_1021,3.596,1.696,3.867,6.038,5.292,0.288,0.107,0.33,0.383,0.393,0.395,0.237,0.16,0.212,0.167,0.17,1.92,0.905,2.064,2.825,1
Positive_407,5.31,1.991,6.195,6.637,5.088,0.25,0.133,0.283,0.356,0.374,0.361,0.246,0.188,0.262,0.195,0.202,2.636,0.988,3.076,2.526,1
Negative_976,4.749,2.514,1.117,3.073,9.497,0.274,0.115,0.372,0.444,0.318,0.439,0.21,0.157,0.168,0.148,0.137,2.348,1.243,0.552,4.695,0
Negative_364,2.326,3.488,2.326,6.977,9.302,0.279,0.122,0.262,0.32,0.349,0.302,0.234,0.129,0.234,0.234,0.211,1.144,1.716,1.144,4.575,0
Negative_456,5.094,2.949,4.826,5.094,6.166,0.273,0.123,0.33,0.41,0.308,0.399,0.28,0.191,0.234,0.175,0.188,2.505,1.45,2.373,3.032,0
Positive_150,5.395,1.004,4.768,7.779,5.019,0.197,0.13,0.317,0.381,0.363,0.351,0.29,0.175,0.212,0.192,0.191,2.607,0.485,2.304,2.426,1
Positive_404,5.847,2.192,4.629,6.09,6.577,0.298,0.129,0.323,0.403,0.35,0.386,0.227,0.183,0.223,0.18,0.179,3.024,1.134,2.394,3.401,1
Positive_877,3.94,1.495,6.114,4.484,6.25,0.314,0.076,0.342,0.397,0.376,0.406,0.185,0.121,0.178,0.154,0.144,2.176,0.826,3.376,3.451,1
Positive_741,5.763,1.461,4.708,7.224,4.789,0.246,0.114,0.366,0.438,0.312,0.417,0.281,0.18,0.206,0.17,0.175,2.956,0.749,2.415,2.457,1
Negative_554,2.203,2.627,3.136,5.085,10.339,0.344,0.053,0.438,0.486,0.291,0.485,0.232,0.087,0.161,0.126,0.135,1.178,1.405,1.678,5.531,0
Negative_1204,2.36,2.981,3.727,2.981,5.342,0.242,0.08,0.319,0.373,0.398,0.37,0.221,0.114,0.197,0.192,0.163,1.224,1.546,1.933,2.77,0
Negative_1135,5.773,3.166,3.352,1.862,7.263,0.289,0.112,0.328,0.417,0.339,0.391,0.228,0.172,0.218,0.181,0.166,2.968,1.628,1.723,3.734,0
Positive_891,5.728,0.0,5.418,4.18,6.656,0.248,0.118,0.324,0.381,0.367,0.395,0.253,0.184,0.225,0.177,0.171,2.824,0.0,2.671,3.281,1
Negative_969,4.995,3.397,3.896,5.694,6.993,0.252,0.114,0.323,0.407,0.336,0.374,0.29,0.186,0.237,0.181,0.204,2.498,1.699,1.948,3.497,0
Negative_387,3.89,2.059,3.89,6.178,6.865,0.261,0.092,0.314,0.373,0.412,0.359,0.239,0.135,0.232,0.181,0.197,2.014,1.066,2.014,3.555,0
Negative_580,2.862,2.683,4.651,2.862,4.651,0.275,0.064,0.354,0.41,0.365,0.395,0.183,0.106,0.163,0.152,0.14,1.575,1.477,2.56,2.56,0
Negative_1272,3.803,2.516,2.224,1.404,7.022,0.292,0.087,0.41,0.473,0.352,0.466,0.273,0.151,0.207,0.121,0.17,2.039,1.349,1.192,3.764,0
Negative_489,4.626,3.084,2.643,4.846,5.727,0.238,0.115,0.359,0.436,0.297,0.41,0.263,0.15,0.212,0.146,0.174,2.23,1.487,1.274,2.76,0
Positive_1047,2.29,1.145,8.779,4.198,4.008,0.252,0.069,0.344,0.378,0.378,0.389,0.17,0.086,0.161,0.178,0.128,1.246,0.623,4.775,2.18,1
Negative_352,5.714,5.0,5.714,8.929,5.0,0.261,0.107,0.307,0.414,0.307,0.368,0.265,0.14,0.251,0.176,0.204,2.85,2.494,2.85,2.494,0
Negative_1132,2.724,6.226,1.946,5.058,5.447,0.257,0.086,0.296,0.385,0.323,0.362,0.25,0.113,0.238,0.164,0.199,1.378,3.15,0.985,2.756,0
Negative_1122,2.439,1.626,3.252,5.691,4.065,0.309,0.049,0.358,0.398,0.341,0.431,0.197,0.098,0.213,0.205,0.18,1.256,0.838,1.675,2.094,0
Negative_906,4.741,4.741,3.664,6.034,7.328,0.272,0.095,0.328,0.422,0.33,0.384,0.287,0.145,0.257,0.175,0.225,2.379,2.379,1.838,3.676,0
Negative_5,4.206,0.935,3.738,8.411,4.673,0.257,0.084,0.36,0.411,0.346,0.388,0.315,0.113,0.239,0.169,0.225,2.121,0.472,1.885,2.357,0
Positive_1016,5.086,1.725,5.661,5.705,4.644,0.255,0.107,0.299,0.367,0.385,0.347,0.241,0.159,0.223,0.197,0.194,2.63,0.892,2.927,2.401,1
Negative_760,4.832,2.282,4.027,2.953,7.383,0.254,0.095,0.325,0.396,0.362,0.36,0.246,0.155,0.23,0.173,0.2,2.378,1.123,1.982,3.633,0
Positive_1152,3.11,0.718,4.785,3.828,5.981,0.251,0.093,0.33,0.368,0.395,0.404,0.285,0.144,0.247,0.192,0.201,1.605,0.371,2.47,3.087,1
Positive_65,5.305,2.733,3.859,6.913,9.003,0.32,0.13,0.352,0.432,0.336,0.416,0.217,0.203,0.205,0.158,0.161,2.879,1.483,2.095,4.887,1
Positive_824,5.983,1.709,3.419,4.274,5.983,0.162,0.145,0.436,0.513,0.325,0.444,0.328,0.207,0.138,0.112,0.138,3.05,0.871,1.743,3.05,1
Negative_1077,4.266,2.901,5.461,3.242,6.655,0.295,0.116,0.321,0.392,0.379,0.379,0.176,0.162,0.186,0.145,0.144,2.24,1.523,2.868,3.495,0
Negative_1300,4.938,2.881,2.469,2.469,9.053,0.292,0.111,0.379,0.457,0.284,0.449,0.215,0.136,0.202,0.178,0.161,2.395,1.397,1.197,4.391,0
Positive_962,3.211,3.211,6.422,5.046,0.0,0.229,0.151,0.266,0.33,0.431,0.33,0.249,0.24,0.249,0.217,0.184,1.655,1.655,3.311,0.0,1
Positive_568,6.473,2.902,6.027,4.241,4.911,0.257,0.143,0.317,0.411,0.35,0.388,0.286,0.208,0.253,0.157,0.201,3.309,1.483,3.081,2.51,1
Positive_1094,4.354,1.319,2.902,3.562,6.069,0.281,0.096,0.288,0.344,0.379,0.359,0.248,0.168,0.231,0.209,0.197,2.203,0.667,1.468,3.071,1
Negative_1075,1.25,10.625,0.625,1.25,14.375,0.287,0.031,0.356,0.475,0.269,0.412,0.182,0.05,0.176,0.176,0.145,0.633,5.377,0.316,7.274,0
Negative_573,2.381,10.0,1.429,0.476,10.952,0.424,0.043,0.438,0.562,0.281,0.5,0.144,0.086,0.163,0.096,0.11,1.4,5.88,0.84,6.44,0
Negative_1076,1.961,5.882,3.922,7.843,0.0,0.294,0.098,0.216,0.294,0.373,0.235,0.26,0.14,0.34,0.36,0.32,1.03,3.09,2.06,0.0,0
Negative_982,2.812,5.0,2.188,2.188,3.75,0.244,0.069,0.378,0.456,0.325,0.422,0.219,0.1,0.166,0.144,0.129,1.467,2.608,1.141,1.956,0
Positive_320,4.661,1.695,5.508,4.237,8.051,0.288,0.114,0.369,0.432,0.305,0.436,0.247,0.183,0.234,0.174,0.196,2.333,0.849,2.758,4.031,1
Negative_264,1.657,10.497,1.657,1.657,9.392,0.304,0.044,0.392,0.514,0.298,0.448,0.15,0.083,0.128,0.106,0.083,0.97,6.148,0.97,5.5,0
Negative_750,4.569,4.399,2.369,5.076,9.475,0.316,0.113,0.389,0.479,0.299,0.447,0.227,0.161,0.178,0.125,0.144,2.466,2.374,1.278,5.113,0
Positive_174,2.875,1.848,7.598,4.723,3.696,0.281,0.066,0.349,0.396,0.353,0.407,0.142,0.097,0.148,0.16,0.109,1.585,1.019,4.188,2.037,1
Negative_1282,3.817,1.527,4.58,0.763,9.16,0.252,0.107,0.351,0.405,0.382,0.397,0.315,0.2,0.231,0.146,0.208,1.88,0.752,2.256,4.511,0
Positive_230,7.308,0.385,3.462,9.231,6.538,0.265,0.123,0.315,0.392,0.331,0.392,0.328,0.212,0.282,0.154,0.212,3.696,0.195,1.751,3.307,1
Positive_433,6.422,1.835,6.422,9.174,5.505,0.243,0.147,0.225,0.307,0.362,0.303,0.295,0.221,0.304,0.249,0.258,3.098,0.885,3.098,2.656,1
Positive_564,3.714,0.531,6.101,5.836,6.897,0.265,0.077,0.377,0.419,0.358,0.43,0.255,0.125,0.215,0.176,0.178,1.924,0.275,3.161,3.573,1
Negative_0,0.0,9.804,3.922,7.843,0.0,0.353,0.039,0.235,0.333,0.216,0.333,0.24,0.08,0.3,0.18,0.26,0.0,4.391,1.757,0.0,0
Positive_3,4.508,1.23,1.639,3.893,18.989,0.286,0.096,0.624,0.681,0.185,0.639,0.267,0.156,0.077,0.05,0.068,2.529,0.69,0.919,10.652,1
Negative_79,4.075,1.567,1.567,1.567,8.15,0.298,0.103,0.37,0.426,0.342,0.436,0.236,0.17,0.226,0.167,0.176,2.125,0.817,0.817,4.25,0
Positive_470,4.676,2.95,5.971,5.612,5.18,0.286,0.099,0.304,0.381,0.379,0.368,0.247,0.161,0.249,0.178,0.202,2.49,1.571,3.179,2.758,1
Negative_302,2.424,3.03,0.0,2.424,15.758,0.327,0.061,0.43,0.485,0.218,0.455,0.195,0.073,0.14,0.128,0.134,1.125,1.406,0.0,7.313,0
Positive_143,8.834,0.353,4.24,2.12,6.36,0.244,0.131,0.375,0.466,0.314,0.417,0.266,0.206,0.216,0.142,0.188,4.304,0.172,2.066,3.098,1
