id,N,D,C,I,K,F,P,S,APAAC3,APAAC4,APAAC5,APAAC6,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,_SolventAccessibilityD1001,_SecondaryStrD2001,_ChargeD2001,_ChargeD3001,_NormalizedVDWVD2001,DI,IA,ID,PS,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,PAAC22,label
Positive_1122,4.545,7.576,1.515,6.061,4.545,6.061,4.545,4.545,1.59,2.651,0.53,1.59,0.273,0.318,0.197,0.379,0.742,0.121,0.318,0.318,0.409,0.318,0.273,0.318,0.364,0.2,0.108,0.2,0.0,0.185,0.185,0.108,0.138,6.061,4.545,3.03,1.515,10.606,6.061,0.0,0.0,0.0,0.0,3.667,0.733,2.934,2.2,2.2,2.2,4.448,1
Positive_866,12.234,1.596,1.064,9.043,12.234,4.787,0.532,4.787,13.511,1.763,1.175,11.748,0.298,0.41,0.213,0.234,0.745,0.122,0.197,0.426,0.223,0.479,0.298,0.41,0.282,0.358,0.134,0.305,0.053,0.182,0.342,0.262,0.289,1.064,1.596,3.723,0.532,2.66,1.064,0.0,0.53,0.53,0.0,0.823,0.549,4.663,6.308,0.274,2.468,4.911,1
Positive_363,3.2,2.8,2.4,6.4,5.8,6.8,5.6,7.6,1.298,1.136,0.974,1.542,0.244,0.208,0.252,0.306,0.848,0.066,0.364,0.22,0.416,0.34,0.244,0.208,0.414,0.146,0.236,0.218,0.024,0.092,0.122,0.138,0.094,0.4,0.8,1.0,0.2,3.0,1.0,0.0,0.2,0.2,0.2,1.541,1.32,3.521,3.191,3.081,4.182,4.578,1
Negative_1162,2.667,4.0,5.333,5.333,9.333,4.0,6.667,6.667,3.824,5.735,7.646,11.47,0.253,0.307,0.28,0.227,0.747,0.12,0.333,0.32,0.427,0.32,0.253,0.307,0.36,0.324,0.203,0.243,0.027,0.189,0.23,0.122,0.23,5.333,4.0,6.667,1.333,5.333,5.333,0.0,0.0,0.0,0.0,2.098,2.797,2.797,4.896,3.497,3.497,4.278,0
Negative_1273,1.471,5.392,4.412,2.941,2.451,3.431,8.824,10.294,0.942,3.454,2.826,3.454,0.181,0.235,0.279,0.348,0.824,0.108,0.407,0.245,0.505,0.314,0.181,0.235,0.441,0.192,0.261,0.202,0.005,0.172,0.128,0.103,0.099,1.471,2.451,2.451,0.49,8.824,2.941,0.0,0.0,0.0,1.48,2.89,2.364,1.576,1.313,4.729,5.516,4.44,0
Positive_147,4.062,5.416,1.741,4.836,5.609,4.836,4.836,4.449,4.198,5.598,1.799,5.397,0.23,0.302,0.211,0.28,0.789,0.106,0.346,0.313,0.418,0.352,0.23,0.302,0.391,0.304,0.188,0.227,0.029,0.157,0.225,0.14,0.205,0.387,0.387,1.547,0.193,6.383,0.387,0.19,0.58,0.19,0.19,2.723,0.875,2.431,2.82,2.431,2.237,5.342,1
Negative_953,2.153,4.711,2.826,3.634,4.172,2.288,8.075,12.651,2.041,4.465,2.679,4.975,0.19,0.264,0.32,0.35,0.814,0.1,0.405,0.295,0.48,0.33,0.19,0.264,0.463,0.237,0.27,0.167,0.027,0.148,0.197,0.146,0.159,0.404,0.673,0.269,0.135,3.096,0.538,0.27,0.0,0.13,1.48,2.568,1.54,1.981,2.274,4.401,6.895,4.398,0
Negative_120,1.055,5.485,2.954,1.688,3.586,4.219,8.65,9.072,0.95,4.939,2.66,4.559,0.27,0.276,0.293,0.327,0.768,0.105,0.371,0.302,0.456,0.274,0.27,0.276,0.428,0.247,0.258,0.211,0.019,0.171,0.199,0.131,0.156,0.422,0.844,0.844,0.211,3.586,0.422,0.21,0.0,0.0,1.27,2.652,1.428,0.816,1.734,4.183,4.387,5.126,0
Positive_1100,6.759,5.223,0.0,5.53,7.066,3.687,5.223,3.84,5.287,4.085,0.0,4.566,0.266,0.344,0.25,0.281,0.757,0.111,0.31,0.356,0.363,0.372,0.266,0.344,0.379,0.263,0.192,0.246,0.037,0.16,0.243,0.155,0.189,0.307,0.461,0.922,0.154,1.997,0.307,0.62,0.15,0.31,0.31,2.6,0.0,2.752,3.517,2.6,1.911,5.306,1
Positive_45,2.51,5.021,0.837,2.929,1.674,5.021,7.95,6.276,2.287,4.575,0.763,3.812,0.264,0.23,0.293,0.31,0.82,0.092,0.397,0.268,0.456,0.28,0.264,0.23,0.469,0.193,0.294,0.239,0.021,0.147,0.21,0.164,0.147,4.603,0.837,2.929,0.418,4.184,4.603,0.0,0.42,0.0,0.42,2.542,0.424,1.483,0.848,4.025,3.178,5.412,1
Positive_417,2.625,5.489,2.148,5.012,5.251,3.58,4.535,4.773,2.408,5.036,1.971,6.569,0.265,0.329,0.215,0.229,0.759,0.126,0.265,0.344,0.341,0.394,0.265,0.329,0.337,0.28,0.189,0.299,0.029,0.187,0.251,0.201,0.194,0.477,0.716,1.432,0.239,5.728,0.716,0.48,0.48,0.24,0.48,2.677,1.047,2.444,2.561,2.211,2.328,5.474,1
Negative_295,2.575,5.15,7.296,1.717,7.296,1.717,1.288,13.305,1.891,3.783,5.359,7.881,0.215,0.352,0.215,0.279,0.708,0.159,0.292,0.356,0.416,0.369,0.215,0.352,0.313,0.267,0.181,0.194,0.056,0.194,0.233,0.164,0.22,1.717,0.858,1.717,0.429,7.725,1.717,0.0,0.0,0.0,0.0,2.596,3.678,0.866,3.678,0.649,6.707,5.051,0
Negative_657,3.55,3.089,2.121,2.951,1.706,3.642,7.1,14.154,3.557,3.095,2.125,4.527,0.175,0.225,0.403,0.356,0.863,0.076,0.491,0.247,0.544,0.282,0.175,0.225,0.535,0.169,0.304,0.208,0.009,0.127,0.132,0.096,0.102,0.415,0.138,0.277,0.046,1.429,0.415,0.05,0.09,0.09,1.52,1.754,1.204,1.675,0.969,4.031,8.036,4.386,0
Positive_547,5.957,5.957,0.638,5.319,7.021,8.085,5.745,6.17,6.493,6.493,0.695,4.87,0.317,0.309,0.274,0.313,0.781,0.104,0.296,0.338,0.362,0.321,0.317,0.309,0.374,0.245,0.217,0.235,0.03,0.149,0.269,0.198,0.213,0.851,0.638,0.638,0.213,5.532,0.851,0.64,0.0,0.43,0.21,2.989,0.32,2.669,3.523,2.882,3.096,4.899,1
Positive_283,5.411,4.113,1.082,6.061,6.71,5.844,4.762,8.442,4.227,3.213,0.845,3.551,0.279,0.273,0.325,0.281,0.803,0.087,0.342,0.29,0.394,0.327,0.279,0.273,0.396,0.2,0.278,0.215,0.022,0.121,0.2,0.189,0.171,0.649,0.866,1.299,0.216,0.433,0.649,0.22,0.43,0.43,0.22,2.152,0.566,3.172,3.512,2.492,4.418,4.705,1
Negative_1152,4.049,2.024,2.429,4.453,2.429,7.287,5.668,8.097,2.884,1.442,1.73,1.442,0.263,0.215,0.287,0.227,0.87,0.04,0.312,0.239,0.356,0.381,0.263,0.215,0.377,0.207,0.297,0.244,0.004,0.069,0.187,0.232,0.146,2.429,0.81,1.619,0.405,1.215,2.834,0.0,0.81,0.0,0.0,1.08,1.297,2.377,1.297,3.026,4.322,5.175,0
Positive_1140,2.869,2.459,2.459,9.016,4.098,5.328,4.508,11.885,1.732,1.484,1.484,4.701,0.201,0.221,0.295,0.291,0.828,0.102,0.365,0.238,0.414,0.385,0.201,0.221,0.406,0.202,0.321,0.239,0.012,0.16,0.181,0.156,0.156,1.639,3.689,1.23,0.41,0.82,1.639,0.82,0.41,0.41,0.41,1.369,1.369,5.018,2.281,2.509,6.615,4.433,1
Negative_1147,6.897,1.724,17.241,0.862,9.483,0.0,15.517,7.759,3.862,0.965,9.653,2.413,0.164,0.414,0.319,0.362,0.828,0.06,0.328,0.448,0.517,0.319,0.164,0.414,0.362,0.217,0.096,0.2,0.009,0.113,0.165,0.043,0.157,1.724,1.724,1.724,0.862,2.586,3.448,0.0,0.0,0.0,0.87,1.148,11.479,0.574,6.314,10.332,5.166,2.966,0
Negative_1252,1.053,5.263,2.105,3.158,5.263,4.211,5.263,12.632,1.234,6.166,2.466,4.934,0.253,0.274,0.337,0.347,0.8,0.095,0.442,0.305,0.516,0.232,0.253,0.274,0.516,0.202,0.287,0.202,0.011,0.16,0.223,0.138,0.16,9.474,8.421,5.263,1.053,11.579,9.474,1.06,0.0,1.06,0.0,2.704,1.082,1.623,2.704,2.704,6.49,5.31,0
Positive_67,4.012,3.642,2.407,4.074,4.198,3.21,7.778,8.642,3.76,3.413,2.256,5.901,0.22,0.273,0.283,0.342,0.806,0.099,0.38,0.298,0.44,0.34,0.22,0.273,0.427,0.234,0.251,0.189,0.02,0.151,0.2,0.154,0.17,0.247,0.123,0.247,0.062,2.593,0.247,0.19,0.31,0.0,0.8,1.892,1.251,2.117,2.181,4.042,4.491,4.684,1
Positive_811,2.941,3.209,2.941,5.882,5.08,6.417,4.011,8.824,1.426,1.556,1.426,2.853,0.289,0.265,0.291,0.251,0.797,0.091,0.318,0.289,0.38,0.332,0.289,0.265,0.39,0.172,0.287,0.231,0.016,0.113,0.19,0.155,0.145,1.07,1.604,1.604,0.267,7.219,1.07,0.0,0.0,0.0,0.8,1.69,1.549,3.098,2.675,2.112,4.647,4.511,1
Positive_911,3.392,5.58,1.094,5.689,6.346,5.252,4.705,7.44,3.059,5.032,0.986,6.709,0.277,0.309,0.276,0.281,0.764,0.13,0.302,0.342,0.369,0.354,0.277,0.309,0.38,0.249,0.243,0.25,0.022,0.193,0.237,0.212,0.187,0.219,0.328,0.547,0.109,0.219,0.219,0.55,0.22,0.22,0.66,2.812,0.551,2.867,3.199,2.371,3.75,4.917,1
Negative_1303,3.65,4.623,2.798,4.988,5.839,3.65,5.596,7.543,3.564,4.515,2.732,7.01,0.236,0.308,0.26,0.279,0.776,0.118,0.311,0.337,0.386,0.378,0.236,0.308,0.364,0.268,0.22,0.256,0.027,0.171,0.239,0.206,0.201,0.243,0.487,0.365,0.122,0.608,0.243,0.0,0.49,0.12,0.49,2.39,1.446,2.578,3.018,2.893,3.899,4.921,0
Negative_15,2.762,1.657,1.105,3.315,4.42,1.105,7.182,7.182,3.377,2.026,1.351,6.754,0.232,0.265,0.271,0.354,0.812,0.072,0.425,0.287,0.453,0.315,0.232,0.265,0.453,0.256,0.261,0.211,0.006,0.128,0.178,0.15,0.161,3.867,1.657,2.762,0.552,1.105,3.867,0.0,0.56,0.0,1.67,0.799,0.533,1.599,2.132,3.464,3.464,5.456,0
Negative_1123,4.286,6.429,2.143,3.571,7.143,2.857,2.857,7.143,5.001,7.502,2.501,3.334,0.236,0.271,0.264,0.321,0.8,0.093,0.364,0.286,0.45,0.314,0.236,0.271,0.414,0.23,0.273,0.201,0.043,0.144,0.187,0.144,0.151,3.571,1.429,2.857,0.714,6.429,3.571,0.0,0.0,0.72,0.72,3.34,1.113,1.855,3.711,1.484,3.711,4.954,0
Negative_562,3.75,3.125,3.125,2.708,6.458,3.75,12.083,11.458,2.673,2.227,2.227,3.712,0.242,0.277,0.373,0.331,0.798,0.083,0.412,0.31,0.475,0.283,0.242,0.277,0.458,0.186,0.286,0.194,0.025,0.113,0.171,0.121,0.144,0.417,0.417,0.833,0.208,2.708,0.417,0.21,0.63,0.21,1.46,1.733,1.733,1.502,3.582,6.701,6.354,4.467,0
Positive_1066,4.188,4.712,2.356,5.759,7.33,5.497,4.974,9.686,2.173,2.445,1.223,2.445,0.27,0.301,0.262,0.296,0.788,0.094,0.309,0.322,0.38,0.351,0.27,0.301,0.372,0.239,0.236,0.215,0.029,0.123,0.223,0.189,0.192,1.832,0.524,1.047,0.262,0.785,1.832,0.0,0.0,0.0,0.26,2.474,1.237,3.024,3.849,2.612,5.086,4.626,1
Positive_1145,2.736,3.343,0.912,8.511,6.991,2.736,3.647,6.383,2.974,3.634,0.991,6.938,0.225,0.261,0.234,0.271,0.796,0.097,0.359,0.292,0.401,0.374,0.225,0.261,0.429,0.262,0.235,0.244,0.034,0.149,0.223,0.186,0.189,1.52,0.608,0.912,0.304,4.559,1.52,0.61,0.61,0.61,0.0,1.712,0.467,4.359,3.581,1.868,3.269,5.25,1
Negative_1290,2.14,2.724,2.14,2.335,1.362,3.696,5.058,10.506,2.016,2.566,2.016,4.032,0.185,0.233,0.235,0.307,0.854,0.07,0.395,0.253,0.444,0.372,0.185,0.233,0.434,0.242,0.244,0.191,0.01,0.131,0.189,0.154,0.16,0.584,0.389,0.584,0.195,6.226,0.584,0.0,0.0,0.0,0.58,1.406,1.105,1.206,0.703,2.612,5.424,4.882,0
Negative_585,4.491,4.192,3.293,6.587,5.988,3.293,7.186,7.485,3.357,3.133,2.461,4.923,0.243,0.299,0.269,0.314,0.781,0.108,0.332,0.317,0.407,0.35,0.243,0.299,0.389,0.261,0.18,0.267,0.021,0.171,0.225,0.168,0.192,0.898,2.395,0.599,0.299,0.898,0.898,0.0,0.6,0.3,0.6,2.154,1.692,3.385,3.077,3.693,3.846,4.804,0
Positive_446,5.034,4.251,1.119,5.928,5.817,5.481,3.579,7.494,3.652,3.084,0.812,4.463,0.279,0.309,0.257,0.277,0.782,0.104,0.304,0.326,0.358,0.364,0.279,0.309,0.367,0.24,0.218,0.259,0.027,0.168,0.233,0.185,0.187,0.447,0.224,1.23,0.112,5.257,0.447,0.45,0.56,0.45,0.22,2.143,0.564,2.988,2.932,1.804,3.777,4.992,1
Positive_593,3.189,4.128,2.251,4.128,4.315,6.942,7.129,6.004,3.033,3.926,2.141,6.602,0.268,0.295,0.246,0.255,0.777,0.111,0.296,0.317,0.36,0.371,0.268,0.295,0.343,0.258,0.22,0.229,0.028,0.171,0.241,0.201,0.22,0.375,0.563,1.126,0.188,0.375,0.375,0.38,0.56,0.0,0.94,2.066,1.127,2.066,2.16,3.568,3.005,5.273,1
Positive_571,1.587,7.937,1.587,9.524,7.143,3.175,5.556,4.762,2.367,11.837,2.367,7.102,0.262,0.294,0.23,0.302,0.762,0.127,0.302,0.357,0.397,0.341,0.262,0.294,0.381,0.248,0.256,0.248,0.016,0.128,0.232,0.176,0.128,3.175,1.587,3.968,0.794,2.381,3.175,0.8,0.8,0.0,0.0,3.954,0.791,4.745,3.558,2.768,2.372,5.485,1
Negative_1071,0.794,4.762,0.794,5.556,1.587,2.381,12.698,8.73,0.403,2.419,0.403,5.241,0.143,0.262,0.278,0.357,0.786,0.151,0.444,0.302,0.5,0.357,0.143,0.262,0.484,0.208,0.256,0.152,0.024,0.168,0.136,0.128,0.096,1.587,3.175,5.556,0.794,6.349,5.556,0.0,1.6,0.8,1.6,2.653,0.442,3.096,0.884,7.075,4.864,4.385,0
Negative_808,0.0,5.634,4.225,2.817,2.113,2.817,4.225,10.563,0.0,5.145,3.858,5.788,0.232,0.239,0.239,0.31,0.775,0.12,0.401,0.246,0.5,0.268,0.232,0.239,0.43,0.27,0.22,0.191,0.014,0.184,0.135,0.113,0.121,4.225,1.408,2.817,0.704,12.676,4.225,0.71,0.0,0.0,0.71,2.628,1.971,1.314,0.986,1.971,4.928,5.442,0
Positive_462,3.165,4.253,1.088,3.956,5.539,2.176,6.924,9.298,2.378,3.195,0.817,5.351,0.206,0.331,0.288,0.304,0.784,0.114,0.343,0.372,0.397,0.398,0.206,0.331,0.399,0.246,0.216,0.186,0.028,0.17,0.212,0.172,0.185,0.495,0.495,0.495,0.099,0.89,0.495,0.1,0.3,0.0,0.59,2.32,0.594,2.158,3.022,3.778,5.073,4.504,1
Positive_701,4.478,6.468,1.493,5.97,5.473,3.98,3.98,4.975,4.425,6.391,1.475,5.408,0.274,0.313,0.249,0.254,0.766,0.119,0.279,0.338,0.358,0.368,0.274,0.313,0.368,0.25,0.2,0.245,0.04,0.17,0.275,0.175,0.22,0.995,1.99,1.493,0.498,0.995,0.995,0.0,0.0,0.5,0.0,3.23,0.746,2.981,2.733,1.987,2.484,5.408,1
Positive_261,6.993,2.797,1.399,6.993,4.196,0.0,0.699,5.594,7.84,3.136,1.568,7.84,0.203,0.357,0.189,0.203,0.825,0.098,0.252,0.371,0.294,0.503,0.203,0.357,0.287,0.268,0.19,0.197,0.035,0.148,0.239,0.211,0.218,4.196,1.399,4.196,0.699,21.678,4.196,0.7,0.7,0.0,0.0,1.419,0.71,3.547,2.128,0.355,2.838,5.09,1
Negative_859,6.452,0.0,0.0,12.903,0.0,6.452,0.0,3.226,2.247,0.0,0.0,1.123,0.29,0.194,0.258,0.129,0.903,0.032,0.161,0.194,0.161,0.548,0.29,0.194,0.226,0.167,0.233,0.4,0.033,0.033,0.233,0.3,0.167,9.677,6.452,9.677,3.226,22.581,9.677,0.0,0.0,0.0,0.0,0.0,0.0,7.093,0.0,0.0,1.773,4.227,0
Negative_36,4.167,3.125,3.125,5.208,6.25,4.167,5.208,7.292,3.741,2.805,2.805,1.87,0.354,0.281,0.302,0.26,0.792,0.052,0.302,0.323,0.365,0.281,0.354,0.281,0.396,0.253,0.305,0.253,0.011,0.053,0.263,0.158,0.179,4.167,2.083,6.25,1.042,17.708,6.25,0.0,0.0,1.05,0.0,1.471,1.471,2.452,2.943,2.452,3.433,5.071,0
Negative_1093,1.818,0.909,20.909,0.909,4.545,0.909,17.273,13.636,1.07,0.535,12.31,1.07,0.155,0.209,0.373,0.464,0.882,0.027,0.473,0.255,0.691,0.155,0.155,0.209,0.518,0.119,0.257,0.147,0.0,0.055,0.138,0.028,0.119,2.727,2.727,2.727,0.909,81.818,3.636,0.0,0.0,0.0,1.83,0.605,13.921,0.605,3.026,11.5,9.079,3.063,0
Negative_826,5.093,6.481,3.704,4.167,6.481,2.778,4.63,6.481,3.176,4.042,2.31,4.619,0.208,0.338,0.255,0.292,0.773,0.139,0.287,0.361,0.389,0.403,0.208,0.338,0.324,0.233,0.205,0.223,0.028,0.195,0.237,0.144,0.2,1.389,1.389,2.778,0.463,16.204,1.389,0.0,0.93,0.0,0.47,3.627,2.073,2.332,3.627,2.591,3.627,4.519,0
Positive_997,5.821,4.328,0.746,4.627,5.224,2.09,8.06,10.448,4.246,3.157,0.544,4.354,0.206,0.336,0.319,0.325,0.79,0.103,0.345,0.354,0.396,0.399,0.206,0.336,0.388,0.212,0.224,0.176,0.016,0.169,0.2,0.146,0.172,0.448,0.299,1.045,0.149,0.448,0.448,0.6,0.15,0.15,0.75,2.363,0.407,2.527,2.853,4.401,5.705,4.314,1
Positive_203,4.4,5.6,2.4,6.2,6.0,6.0,5.2,6.4,5.075,6.459,2.768,6.69,0.276,0.32,0.236,0.286,0.766,0.114,0.292,0.352,0.372,0.352,0.276,0.32,0.348,0.271,0.21,0.216,0.018,0.162,0.236,0.154,0.194,1.0,0.4,2.4,0.2,7.2,1.0,0.6,0.6,0.2,0.4,2.776,1.19,3.074,2.974,2.578,3.173,4.992,1
Negative_256,2.667,6.667,2.0,6.0,4.667,2.0,6.667,4.0,3.691,9.228,2.768,10.149,0.233,0.32,0.24,0.253,0.727,0.14,0.333,0.34,0.42,0.347,0.233,0.32,0.387,0.315,0.161,0.228,0.027,0.215,0.262,0.148,0.248,1.333,1.333,6.0,0.667,12.0,1.333,0.67,0.0,1.34,0.0,3.183,0.955,2.864,2.228,3.183,1.91,5.466,0
Positive_1009,1.72,3.011,2.366,4.301,3.441,7.527,6.022,6.452,0.839,1.469,1.154,1.783,0.226,0.174,0.228,0.288,0.86,0.067,0.372,0.185,0.426,0.348,0.226,0.174,0.413,0.17,0.237,0.235,0.019,0.101,0.129,0.157,0.114,1.075,0.43,1.075,0.215,1.505,1.075,0.22,0.0,0.22,0.65,1.625,1.277,2.322,1.857,3.25,3.483,4.512,1
Positive_1021,4.342,3.596,1.696,3.867,6.038,4.206,5.292,8.345,5.075,4.203,1.982,8.248,0.224,0.291,0.288,0.277,0.802,0.107,0.33,0.318,0.383,0.393,0.224,0.291,0.395,0.237,0.277,0.242,0.018,0.16,0.212,0.167,0.17,0.271,0.136,0.814,0.068,1.493,0.271,0.14,0.27,0.07,0.48,1.92,0.905,2.064,3.223,2.825,4.455,4.479,1
Positive_407,3.54,5.31,1.991,6.195,6.637,5.973,5.088,6.195,4.111,6.167,2.312,9.251,0.27,0.332,0.25,0.257,0.748,0.133,0.283,0.361,0.356,0.374,0.27,0.332,0.361,0.246,0.228,0.259,0.038,0.188,0.262,0.195,0.202,1.106,0.885,0.664,0.221,1.549,1.106,0.67,0.22,0.0,0.22,2.636,0.988,3.076,3.295,2.526,3.076,5.198,1
Negative_976,0.559,4.749,2.514,1.117,3.073,2.235,9.497,4.749,0.446,3.787,2.005,5.346,0.237,0.271,0.274,0.257,0.763,0.115,0.372,0.307,0.444,0.318,0.237,0.271,0.439,0.21,0.258,0.252,0.034,0.157,0.168,0.148,0.137,1.397,0.838,1.117,0.279,5.587,1.676,0.0,0.0,0.0,0.0,2.348,1.243,0.552,1.519,4.695,2.348,5.022,0
Negative_364,1.163,2.326,3.488,2.326,6.977,1.744,9.302,5.814,0.439,0.877,1.315,3.728,0.331,0.378,0.279,0.209,0.68,0.122,0.262,0.401,0.32,0.349,0.331,0.378,0.302,0.234,0.205,0.164,0.058,0.129,0.234,0.234,0.211,1.163,2.326,2.326,0.581,1.163,1.163,0.0,0.0,0.0,1.17,1.144,1.716,1.144,3.432,4.575,2.86,4.874,0
Negative_456,5.362,5.094,2.949,4.826,5.094,4.558,6.166,5.63,4.981,4.732,2.739,6.725,0.282,0.324,0.273,0.314,0.761,0.123,0.33,0.354,0.41,0.308,0.282,0.324,0.399,0.28,0.231,0.253,0.024,0.191,0.234,0.175,0.188,2.413,1.34,0.536,0.268,6.434,2.413,0.27,0.54,0.27,0.54,2.505,1.45,2.373,2.505,3.032,2.769,5.39,0
Positive_150,3.388,5.395,1.004,4.768,7.779,4.893,5.019,4.141,2.849,4.537,0.844,6.437,0.256,0.341,0.197,0.282,0.728,0.13,0.317,0.351,0.381,0.363,0.256,0.341,0.351,0.29,0.202,0.225,0.052,0.175,0.212,0.192,0.191,0.627,0.251,0.627,0.125,4.015,0.753,0.5,0.5,0.5,0.0,2.607,0.485,2.304,3.76,2.426,2.001,5.401,1
Positive_404,4.385,5.847,2.192,4.629,6.09,2.558,6.577,6.943,3.715,4.953,1.857,5.985,0.247,0.307,0.298,0.297,0.762,0.129,0.323,0.328,0.403,0.35,0.247,0.307,0.386,0.227,0.239,0.243,0.039,0.183,0.223,0.18,0.179,0.244,0.244,0.244,0.122,3.532,0.244,0.24,0.37,0.24,0.49,3.024,1.134,2.394,3.149,3.401,3.59,5.058,1
Positive_877,3.261,3.94,1.495,6.114,4.484,3.261,6.25,9.918,2.212,2.672,1.014,2.488,0.227,0.289,0.314,0.285,0.83,0.076,0.342,0.332,0.397,0.376,0.227,0.289,0.406,0.185,0.244,0.216,0.015,0.121,0.178,0.154,0.144,1.63,0.679,0.408,0.136,0.272,1.63,0.14,0.82,0.27,0.95,2.176,0.826,3.376,2.476,3.451,5.477,4.374,1
Positive_741,3.49,5.763,1.461,4.708,7.224,4.789,4.789,6.169,3.428,5.661,1.435,5.502,0.25,0.296,0.246,0.291,0.778,0.114,0.366,0.314,0.438,0.312,0.25,0.296,0.417,0.281,0.231,0.226,0.026,0.18,0.206,0.17,0.175,0.893,0.162,0.568,0.081,0.731,0.893,0.41,0.49,0.08,0.32,2.956,0.749,2.415,3.706,2.457,3.164,5.022,1
Negative_554,2.034,2.203,2.627,3.136,5.085,0.932,10.339,7.373,2.037,2.206,2.631,3.141,0.223,0.266,0.344,0.277,0.827,0.053,0.438,0.303,0.486,0.291,0.223,0.266,0.485,0.232,0.278,0.249,0.008,0.087,0.161,0.126,0.135,0.254,0.254,0.169,0.085,0.678,0.254,0.17,0.0,0.0,0.85,1.178,1.405,1.678,2.72,5.531,3.944,4.624,0
Negative_1204,1.863,2.36,2.981,3.727,2.981,3.975,5.342,6.957,0.957,1.213,1.532,2.873,0.23,0.252,0.242,0.235,0.82,0.08,0.319,0.271,0.373,0.398,0.23,0.252,0.37,0.221,0.223,0.259,0.022,0.114,0.197,0.192,0.163,0.373,0.248,0.87,0.124,1.242,0.373,0.12,0.12,0.0,0.5,1.224,1.546,1.933,1.546,2.77,3.607,4.822,0
Negative_1135,5.773,5.773,3.166,3.352,1.862,5.773,7.263,7.263,5.06,5.06,2.775,4.733,0.244,0.298,0.289,0.324,0.801,0.112,0.328,0.326,0.417,0.339,0.244,0.298,0.391,0.228,0.244,0.213,0.019,0.172,0.218,0.181,0.166,0.745,0.559,2.048,0.186,6.331,1.117,0.37,0.56,0.0,0.37,2.968,1.628,1.723,0.957,3.734,3.734,5.043,0
Positive_891,3.56,5.728,0.0,5.418,4.18,2.941,6.656,4.025,3.207,5.16,0.0,5.439,0.252,0.316,0.248,0.274,0.763,0.118,0.324,0.347,0.381,0.367,0.252,0.316,0.395,0.253,0.206,0.257,0.033,0.184,0.225,0.177,0.171,0.31,0.774,0.774,0.155,1.393,0.464,0.31,0.78,0.62,0.62,2.824,0.0,2.671,2.061,3.281,1.984,5.191,1
Negative_969,3.497,4.995,3.397,3.896,5.694,4.396,6.993,5.694,3.299,4.712,3.205,6.032,0.258,0.334,0.252,0.284,0.756,0.114,0.323,0.36,0.407,0.336,0.258,0.334,0.374,0.29,0.202,0.251,0.028,0.186,0.237,0.181,0.204,0.2,0.2,0.2,0.1,1.698,0.2,0.3,0.4,0.1,0.4,2.498,1.699,1.948,2.848,3.497,2.848,4.874,0
Negative_387,2.746,3.89,2.059,3.89,6.178,2.288,6.865,8.696,4.702,6.661,3.526,9.012,0.215,0.297,0.261,0.281,0.796,0.092,0.314,0.332,0.373,0.412,0.215,0.297,0.359,0.239,0.22,0.243,0.025,0.135,0.232,0.181,0.197,0.915,0.458,1.373,0.229,6.407,2.517,0.46,0.23,0.0,0.69,2.014,1.066,2.014,3.199,3.555,4.503,5.012,0
Negative_580,3.578,2.862,2.683,4.651,2.862,6.44,4.651,7.513,1.903,1.522,1.427,1.903,0.225,0.209,0.275,0.265,0.868,0.064,0.354,0.222,0.41,0.365,0.225,0.209,0.395,0.183,0.328,0.242,0.009,0.106,0.163,0.152,0.14,0.537,0.358,0.716,0.179,3.936,0.894,0.0,0.0,0.0,0.54,1.575,1.477,2.56,1.575,2.56,4.135,4.492,0
Negative_1272,2.926,3.803,2.516,2.224,1.404,2.341,7.022,9.011,3.003,3.903,2.582,4.984,0.174,0.235,0.292,0.308,0.841,0.087,0.41,0.267,0.473,0.352,0.174,0.235,0.466,0.273,0.285,0.22,0.011,0.151,0.207,0.121,0.17,0.234,0.117,0.176,0.059,1.638,0.234,0.06,0.12,0.06,0.47,2.039,1.349,1.192,0.753,3.764,4.83,4.278,0
Negative_489,1.762,4.626,3.084,2.643,4.846,4.405,5.727,6.828,1.702,4.47,2.98,6.597,0.267,0.3,0.238,0.304,0.758,0.115,0.359,0.33,0.436,0.297,0.267,0.3,0.41,0.263,0.21,0.208,0.026,0.15,0.212,0.146,0.174,0.661,0.441,2.863,0.22,12.555,0.661,0.0,0.22,0.0,0.66,2.23,1.487,1.274,2.336,2.76,3.291,5.119,0
Positive_1047,2.672,2.29,1.145,8.779,4.198,8.015,4.008,8.206,1.21,1.037,0.519,2.074,0.244,0.2,0.252,0.256,0.859,0.069,0.344,0.214,0.378,0.378,0.244,0.2,0.389,0.17,0.272,0.272,0.013,0.086,0.161,0.178,0.128,0.573,1.145,0.382,0.191,0.573,0.573,0.38,1.15,0.0,0.19,1.246,0.623,4.775,2.284,2.18,4.464,4.705,1
